HGNC ID	Approved symbol	Approved name	Ensembl gene ID	UniProt accession
HGNC:19942	TRAPPC3	trafficking protein particle complex 3	ENSG00000054116	O43617
HGNC:19943	TRAPPC4	trafficking protein particle complex 4	ENSG00000196655	Q9Y296
HGNC:23067	TRAPPC5	trafficking protein particle complex 5	ENSG00000181029	Q8IUR0
HGNC:23069	TRAPPC6A	trafficking protein particle complex 6A	ENSG00000007255	O75865
HGNC:23066	TRAPPC6B	trafficking protein particle complex 6B	ENSG00000182400	Q86SZ2
HGNC:29169	TRAPPC8	trafficking protein particle complex 8	ENSG00000153339	Q9Y2L5
HGNC:11868	TRAPPC10	trafficking protein particle complex 10	ENSG00000160218	P48553
HGNC:24284	TRAPPC12	trafficking protein particle complex 12	ENSG00000171853	Q8WVT3
HGNC:25828	TRAPPC13	trafficking protein particle complex 13	ENSG00000113597	A5PLN9
HGNC:29592	TRARG1	trafficking regulator of GLUT4 (SLC2A4) 1	ENSG00000184811	Q8IXB3
HGNC:30698	TRAT1	T cell receptor associated transmembrane adaptor 1	ENSG00000163519	Q6PIZ9
HGNC:2977	TRDMT1	tRNA aspartic acid methyltransferase 1	ENSG00000107614	O14717
HGNC:12261	TRDN	triadin	ENSG00000186439	Q13061
HGNC:12266	TREH	trehalase	ENSG00000118094	O43280
HGNC:17760	TREM1	triggering receptor expressed on myeloid cells 1	ENSG00000124731	Q9NP99
HGNC:17761	TREM2	triggering receptor expressed on myeloid cells 2	ENSG00000095970	Q9NZC2
HGNC:20434	TREML1	triggering receptor expressed on myeloid cells like 1	ENSG00000161911	Q86YW5
HGNC:30807	TREML4	triggering receptor expressed on myeloid cells like 4	ENSG00000188056	Q6UXN2
HGNC:18273	TRERF1	transcriptional regulating factor 1	ENSG00000124496	Q96PN7
HGNC:12269	TREX1	three prime repair exonuclease 1	ENSG00000213689	Q9NSU2
HGNC:12270	TREX2	three prime repair exonuclease 2	ENSG00000183479	Q9BQ50
HGNC:12298	TRH	thyrotropin releasing hormone	ENSG00000170893	P20396
HGNC:26937	TRIAP1	TP53 regulated inhibitor of apoptosis 1	ENSG00000170855	O43715
HGNC:30809	TRIB2	tribbles pseudokinase 2	ENSG00000071575	Q92519
HGNC:15974	TRIM2	tripartite motif containing 2	ENSG00000109654	Q9C040
HGNC:10064	TRIM3	tripartite motif containing 3	ENSG00000110171	O75382
HGNC:16275	TRIM4	tripartite motif containing 4	ENSG00000146833	Q9C037
HGNC:16276	TRIM5	tripartite motif containing 5	ENSG00000132256	Q9C035
HGNC:16277	TRIM6	tripartite motif containing 6	ENSG00000121236	Q9C030
HGNC:16278	TRIM7	tripartite motif containing 7	ENSG00000146054	Q9C029
HGNC:15579	TRIM8	tripartite motif containing 8	ENSG00000171206	Q9BZR9
HGNC:10072	TRIM10	tripartite motif containing 10	ENSG00000204613	Q9UDY6
HGNC:16281	TRIM11	tripartite motif containing 11	ENSG00000154370	Q96F44
HGNC:9976	TRIM13	tripartite motif containing 13	ENSG00000204977	O60858
HGNC:16283	TRIM14	tripartite motif containing 14	ENSG00000106785	Q14142
HGNC:16284	TRIM15	tripartite motif containing 15	ENSG00000204610	Q9C019
HGNC:17241	TRIM16	tripartite motif containing 16	ENSG00000221926	O95361
HGNC:13430	TRIM17	tripartite motif containing 17	ENSG00000162931	Q9Y577
HGNC:11312	TRIM21	tripartite motif containing 21	ENSG00000132109	P19474
HGNC:16379	TRIM22	tripartite motif containing 22	ENSG00000132274	Q8IYM9
HGNC:660	TRIM23	tripartite motif containing 23	ENSG00000113595	P36406
HGNC:11812	TRIM24	tripartite motif containing 24	ENSG00000122779	O15164
HGNC:12932	TRIM25	tripartite motif containing 25	ENSG00000121060	Q14258
HGNC:12962	TRIM26	tripartite motif containing 26	ENSG00000234127	Q12899
HGNC:9975	TRIM27	tripartite motif containing 27	ENSG00000204713	P14373
HGNC:16384	TRIM28	tripartite motif containing 28	ENSG00000130726	Q13263
HGNC:17274	TRIM29	tripartite motif containing 29	ENSG00000137699	Q14134
HGNC:16289	TRIM31	tripartite motif containing 31	ENSG00000204616	Q9BZY9
HGNC:16380	TRIM32	tripartite motif containing 32	ENSG00000119401	Q13049
HGNC:16290	TRIM33	tripartite motif containing 33	ENSG00000197323	Q9UPN9
HGNC:16285	TRIM35	tripartite motif containing 35	ENSG00000104228	Q9UPQ4
HGNC:7523	TRIM37	tripartite motif containing 37	ENSG00000108395	O94972
HGNC:10059	TRIM38	tripartite motif containing 38	ENSG00000112343	O00635
HGNC:10065	TRIM39	tripartite motif containing 39	ENSG00000204599	Q9HCM9
HGNC:38845	TRIM39-RPP21	TRIM39-RPP21 readthrough	ENSG00000248167	
HGNC:18736	TRIM40	tripartite motif containing 40	ENSG00000204614	Q6P9F5
HGNC:19013	TRIM41	tripartite motif containing 41	ENSG00000146063	Q8WV44
HGNC:19015	TRIM43	tripartite motif containing 43	ENSG00000144015	Q96BQ3
HGNC:19016	TRIM44	tripartite motif containing 44	ENSG00000166326	Q96DX7
HGNC:19018	TRIM45	tripartite motif containing 45	ENSG00000134253	Q9H8W5
HGNC:19019	TRIM46	tripartite motif containing 46	ENSG00000163462	Q7Z4K8
HGNC:19020	TRIM47	tripartite motif containing 47	ENSG00000132481	Q96LD4
HGNC:19017	TRIM50	tripartite motif containing 50	ENSG00000146755	Q86XT4
HGNC:19023	TRIM51	tripartite motif-containing 51	ENSG00000124900	Q9BSJ1
HGNC:19024	TRIM52	tripartite motif containing 52	ENSG00000183718	Q96A61
HGNC:16008	TRIM54	tripartite motif containing 54	ENSG00000138100	Q9BYV2
HGNC:14215	TRIM55	tripartite motif containing 55	ENSG00000147573	Q9BYV6
HGNC:19028	TRIM56	tripartite motif containing 56	ENSG00000169871	Q9BRZ2
HGNC:24150	TRIM58	tripartite motif containing 58	ENSG00000162722	Q8NG06
HGNC:30834	TRIM59	tripartite motif containing 59	ENSG00000213186	Q8IWR1
HGNC:21162	TRIM60	tripartite motif containing 60	ENSG00000176979	Q495X7
HGNC:24339	TRIM61	tripartite motif containing 61	ENSG00000183439	Q5EBN2
HGNC:14663	TRIM64	tripartite motif containing 64	ENSG00000204450	A6NGJ6
HGNC:37147	TRIM64B	tripartite motif containing 64B	ENSG00000189253	A6NI03
HGNC:37148	TRIM64C	tripartite motif containing 64C	ENSG00000214891	A6NLI5
HGNC:27316	TRIM65	tripartite motif containing 65	ENSG00000141569	Q6PJ69
HGNC:29005	TRIM66	tripartite motif containing 66	ENSG00000166436	O15016
HGNC:31859	TRIM67	tripartite motif containing 67	ENSG00000119283	Q6ZTA4
HGNC:21161	TRIM68	tripartite motif containing 68	ENSG00000167333	Q6AZZ1
HGNC:17857	TRIM69	tripartite motif containing 69	ENSG00000185880	Q86WT6
HGNC:32669	TRIM71	tripartite motif containing 71	ENSG00000206557	Q2Q1W2
HGNC:32671	TRIM72	tripartite motif containing 72	ENSG00000177238	Q6ZMU5
HGNC:18162	TRIM73	tripartite motif containing 73	ENSG00000178809	Q86UV7
HGNC:34228	TRIM77	tripartite motif containing 77	ENSG00000214414	I1YAP6
HGNC:26378	TRIML2	tripartite motif family like 2	ENSG00000179046	Q8N7C3
HGNC:12303	TRIO	trio Rho guanine nucleotide exchange factor	ENSG00000038382	O75962
HGNC:17009	TRIOBP	TRIO and F-actin binding protein	ENSG00000100106	Q9H2D6
HGNC:12310	TRIP4	thyroid hormone receptor interactor 4	ENSG00000103671	Q15650
HGNC:12311	TRIP6	thyroid hormone receptor interactor 6	ENSG00000087077	Q15654
HGNC:12305	TRIP11	thyroid hormone receptor interactor 11	ENSG00000100815	Q15643
HGNC:12306	TRIP12	thyroid hormone receptor interactor 12	ENSG00000153827	Q14669
HGNC:12307	TRIP13	thyroid hormone receptor interactor 13	ENSG00000071539	Q15645
HGNC:28424	TRIR	telomerase RNA component interacting RNase	ENSG00000123144	Q9BQ61
HGNC:20286	TRIT1	tRNA isopentenyltransferase 1	ENSG00000043514	Q9H3H1
HGNC:30967	TRMO	tRNA methyltransferase O	ENSG00000136932	Q9BU70
HGNC:25980	TRMT1	tRNA methyltransferase 1	ENSG00000104907	Q9NXH9
HGNC:16782	TRMT1L	tRNA methyltransferase 1 like	ENSG00000121486	Q7Z2T5
HGNC:24974	TRMT2A	tRNA methyltransferase 2 homolog A	ENSG00000099899	Q8IZ69
HGNC:25748	TRMT2B	tRNA methyltransferase 2 homolog B	ENSG00000188917	Q96GJ1
HGNC:23141	TRMT5	tRNA methyltransferase 5	ENSG00000126814	Q32P41
HGNC:20900	TRMT6	tRNA methyltransferase 6	ENSG00000089195	Q9UJA5
HGNC:26725	TRMT9B	tRNA methyltransferase 9B (putative)	ENSG00000250305	Q9P272
HGNC:28403	TRMT10A	tRNA methyltransferase 10A	ENSG00000145331	Q8TBZ6
HGNC:26454	TRMT10B	tRNA methyltransferase 10B	ENSG00000165275	Q6PF06
HGNC:26022	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	ENSG00000174173	Q7L0Y3
HGNC:26091	TRMT12	tRNA methyltransferase 12 homolog	ENSG00000183665	Q53H54
HGNC:25502	TRMT13	tRNA methyltransferase 13 homolog	ENSG00000122435	Q9NUP7
HGNC:26653	TRMT44	tRNA methyltransferase 44 homolog	ENSG00000155275	Q8IYL2
HGNC:26070	TRMT61B	tRNA methyltransferase 61B	ENSG00000171103	Q9BVS5
HGNC:26940	TRMT112	tRNA methyltransferase subunit 11-2	ENSG00000173113	Q9UI30
HGNC:25481	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	ENSG00000100416	O75648
HGNC:30813	TRNAU1AP	tRNA selenocysteine 1 associated protein 1	ENSG00000180098	Q9NX07
HGNC:17341	TRNT1	tRNA nucleotidyl transferase 1	ENSG00000072756	Q96Q11
HGNC:12326	TRO	trophinin	ENSG00000067445	Q12816
HGNC:12327	TROAP	trophinin associated protein	ENSG00000135451	Q12815
HGNC:497	TRPA1	transient receptor potential cation channel subfamily A member 1	ENSG00000104321	O75762
HGNC:12333	TRPC1	transient receptor potential cation channel subfamily C member 1	ENSG00000144935	P48995
HGNC:12335	TRPC3	transient receptor potential cation channel subfamily C member 3	ENSG00000138741	Q13507
HGNC:16181	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein	ENSG00000100991	Q8TEL6
HGNC:12338	TRPC6	transient receptor potential cation channel subfamily C member 6	ENSG00000137672	Q9Y210
HGNC:20754	TRPC7	transient receptor potential cation channel subfamily C member 7	ENSG00000069018	Q9HCX4
HGNC:7146	TRPM1	transient receptor potential cation channel subfamily M member 1	ENSG00000134160	Q7Z4N2
HGNC:12339	TRPM2	transient receptor potential cation channel subfamily M member 2	ENSG00000142185	O94759
HGNC:17993	TRPM4	transient receptor potential cation channel subfamily M member 4	ENSG00000130529	Q8TD43
HGNC:14323	TRPM5	transient receptor potential cation channel subfamily M member 5	ENSG00000070985	Q9NZQ8
HGNC:17994	TRPM7	transient receptor potential cation channel subfamily M member 7	ENSG00000092439	Q96QT4
HGNC:20316	TRPT1	tRNA phosphotransferase 1	ENSG00000149743	Q86TN4
HGNC:18082	TRPV2	transient receptor potential cation channel subfamily V member 2	ENSG00000187688	Q9Y5S1
HGNC:18083	TRPV4	transient receptor potential cation channel subfamily V member 4	ENSG00000111199	Q9HBA0
HGNC:3145	TRPV5	transient receptor potential cation channel subfamily V member 5	ENSG00000127412	Q9NQA5
HGNC:14006	TRPV6	transient receptor potential cation channel subfamily V member 6	ENSG00000165125	Q9H1D0
HGNC:16060	TRUB1	TruB pseudouridine synthase family member 1	ENSG00000165832	Q8WWH5
HGNC:17170	TRUB2	TruB pseudouridine synthase family member 2	ENSG00000167112	O95900
HGNC:12362	TSC1	TSC complex subunit 1	ENSG00000165699	Q92574
HGNC:12363	TSC2	TSC complex subunit 2	ENSG00000103197	P49815
HGNC:29095	TSC22D2	TSC22 domain family member 2	ENSG00000196428	O75157
HGNC:21696	TSC22D4	TSC22 domain family member 4	ENSG00000166925	Q9Y3Q8
HGNC:28422	TSEN2	tRNA splicing endonuclease subunit 2	ENSG00000154743	Q8NCE0
HGNC:16791	TSEN15	tRNA splicing endonuclease subunit 15	ENSG00000198860	Q8WW01
HGNC:15506	TSEN34	tRNA splicing endonuclease subunit 34	ENSG00000170892	Q9BSV6
HGNC:27561	TSEN54	tRNA splicing endonuclease subunit 54	ENSG00000182173	Q7Z6J9
HGNC:15971	TSG101	tumor susceptibility 101	ENSG00000074319	Q99816
HGNC:14927	TSGA10	testis specific 10	ENSG00000135951	Q9BZW7
HGNC:12369	TSGA13	testis specific 13	ENSG00000213265	Q96PP4
HGNC:12373	TSHR	thyroid stimulating hormone receptor	ENSG00000165409	P16473
HGNC:10669	TSHZ1	teashirt zinc finger homeobox 1	ENSG00000179981	Q6ZSZ6
HGNC:13010	TSHZ2	teashirt zinc finger homeobox 2	ENSG00000182463	Q9NRE2
HGNC:30700	TSHZ3	teashirt zinc finger homeobox 3	ENSG00000121297	Q63HK5
HGNC:30719	TSKS	testis specific serine kinase substrate	ENSG00000126467	Q9UJT2
HGNC:28850	TSKU	tsukushi, small leucine rich proteoglycan	ENSG00000182704	Q8WUA8
HGNC:12379	TSN	translin	ENSG00000211460	Q15631
HGNC:12380	TSNAX	translin associated factor X	ENSG00000116918	Q99598
HGNC:20657	TSPAN1	tetraspanin 1	ENSG00000117472	O60635
HGNC:20659	TSPAN2	tetraspanin 2	ENSG00000134198	O60636
HGNC:17752	TSPAN3	tetraspanin 3	ENSG00000140391	O60637
HGNC:11858	TSPAN6	tetraspanin 6	ENSG00000000003	O43657
HGNC:11854	TSPAN7	tetraspanin 7	ENSG00000156298	P41732
HGNC:11855	TSPAN8	tetraspanin 8	ENSG00000127324	P19075
HGNC:21640	TSPAN9	tetraspanin 9	ENSG00000011105	O75954
HGNC:21641	TSPAN12	tetraspanin 12	ENSG00000106025	O95859
HGNC:21643	TSPAN13	tetraspanin 13	ENSG00000106537	O95857
HGNC:23303	TSPAN14	tetraspanin 14	ENSG00000108219	Q8NG11
HGNC:23298	TSPAN15	tetraspanin 15	ENSG00000099282	O95858
HGNC:30725	TSPAN16	tetraspanin 16	ENSG00000130167	Q9UKR8
HGNC:31886	TSPAN19	tetraspanin 19	ENSG00000231738	P0C672
HGNC:10539	TSPAN31	tetraspanin 31	ENSG00000135452	Q12999
HGNC:13410	TSPAN32	tetraspanin 32	ENSG00000064201	Q96QS1
HGNC:28743	TSPAN33	tetraspanin 33	ENSG00000158457	Q86UF1
HGNC:1268	TSPEAR	thrombospondin type laminin G domain and EAR repeats	ENSG00000175894	Q8WU66
HGNC:1158	TSPO	translocator protein	ENSG00000100300	B1AH88
HGNC:1158	TSPO	translocator protein	ENSG00000100300	P30536
HGNC:21256	TSPO2	translocator protein 2	ENSG00000112212	Q5TGU0
HGNC:16831	TSPOAP1	TSPO associated protein 1	ENSG00000005379	O95153
HGNC:12381	TSPY1	testis specific protein Y-linked 1	ENSG00000258992	Q01534
HGNC:23924	TSPY2	testis specific protein Y-linked 2	ENSG00000168757	A6NKD2
HGNC:33876	TSPY3	testis specific protein Y-linked 3	ENSG00000228927	P0CV98
HGNC:37287	TSPY4	testis specific protein Y-linked 4	ENSG00000233803	P0CV99
HGNC:37471	TSPY8	testis specific protein Y-linked 8	ENSG00000229549	P0CW00
HGNC:37472	TSPY9P	testis specific protein Y-linked 9, pseudogene	ENSG00000238074	
HGNC:37473	TSPY10	testis specific protein Y-linked 10	ENSG00000236424	P0CW01
HGNC:12382	TSPYL1	TSPY like 1	ENSG00000189241	Q9H0U9
HGNC:24358	TSPYL2	TSPY like 2	ENSG00000184205	Q9H2G4
HGNC:21559	TSPYL4	TSPY like 4	ENSG00000187189	Q9UJ04
HGNC:29367	TSPYL5	TSPY like 5	ENSG00000180543	Q86VY4
HGNC:14521	TSPYL6	TSPY like 6	ENSG00000178021	Q8N831
HGNC:25542	TSR1	TSR1 ribosome maturation factor	ENSG00000167721	Q2NL82
HGNC:25455	TSR2	TSR2 ribosome maturation factor	ENSG00000158526	Q969E8
HGNC:14175	TSR3	TSR3 ribosome maturation factor	ENSG00000007520	Q9UJK0
HGNC:12386	TSSC4	tumor suppressing subtransferable candidate 4	ENSG00000184281	Q9Y5U2
HGNC:14968	TSSK1B	testis specific serine kinase 1B	ENSG00000212122	Q9BXA7
HGNC:15473	TSSK3	testis specific serine kinase 3	ENSG00000162526	Q96PN8
HGNC:12388	TST	thiosulfate sulfurtransferase	ENSG00000128311	Q16762
HGNC:12390	TSTA3	tissue specific transplantation antigen P35B	ENSG00000104522	Q13630
HGNC:35410	TSTD1	thiosulfate sulfurtransferase like domain containing 1	ENSG00000215845	Q8NFU3
HGNC:30087	TSTD2	thiosulfate sulfurtransferase like domain containing 2	ENSG00000136925	Q5T7W7
HGNC:19140	TTBK1	tau tubulin kinase 1	ENSG00000146216	Q5TCY1
HGNC:19141	TTBK2	tau tubulin kinase 2	ENSG00000128881	Q6IQ55
HGNC:12391	TTC1	tetratricopeptide repeat domain 1	ENSG00000113312	Q99614
HGNC:12393	TTC3	tetratricopeptide repeat domain 3	ENSG00000182670	P53804
HGNC:12394	TTC4	tetratricopeptide repeat domain 4	ENSG00000243725	O95801
HGNC:19274	TTC5	tetratricopeptide repeat domain 5	ENSG00000136319	Q8N0Z6
HGNC:19739	TTC6	tetratricopeptide repeat domain 6	ENSG00000139865	Q86TZ1
HGNC:19750	TTC7A	tetratricopeptide repeat domain 7A	ENSG00000068724	Q9ULT0
HGNC:19858	TTC7B	tetratricopeptide repeat domain 7B	ENSG00000165914	Q86TV6
HGNC:20087	TTC8	tetratricopeptide repeat domain 8	ENSG00000165533	Q8TAM2
HGNC:26395	TTC9B	tetratricopeptide repeat domain 9B	ENSG00000174521	Q8N6N2
HGNC:28432	TTC9C	tetratricopeptide repeat domain 9C	ENSG00000162222	Q8N5M4
HGNC:23700	TTC12	tetratricopeptide repeat domain 12	ENSG00000149292	Q9H892
HGNC:26204	TTC13	tetratricopeptide repeat domain 13	ENSG00000143643	Q8NBP0
HGNC:24697	TTC14	tetratricopeptide repeat domain 14	ENSG00000163728	Q96N46
HGNC:25596	TTC17	tetratricopeptide repeat domain 17	ENSG00000052841	Q96AE7
HGNC:26006	TTC19	tetratricopeptide repeat domain 19	ENSG00000011295	Q6DKK2
HGNC:30761	TTC21A	tetratricopeptide repeat domain 21A	ENSG00000168026	Q8NDW8
HGNC:25660	TTC21B	tetratricopeptide repeat domain 21B	ENSG00000123607	Q7Z4L5
HGNC:26067	TTC22	tetratricopeptide repeat domain 22	ENSG00000006555	Q5TAA0
HGNC:25730	TTC23	tetratricopeptide repeat domain 23	ENSG00000103852	Q5W5X9
HGNC:26355	TTC23L	tetratricopeptide repeat domain 23 like	ENSG00000205838	Q6PF05
HGNC:32348	TTC24	tetratricopeptide repeat domain 24	ENSG00000187862	A2A3L6
HGNC:25280	TTC25	tetratricopeptide repeat domain 25	ENSG00000204815	Q96NG3
HGNC:21882	TTC26	tetratricopeptide repeat domain 26	ENSG00000105948	A0AVF1
HGNC:25986	TTC27	tetratricopeptide repeat domain 27	ENSG00000018699	Q6P3X3
HGNC:29936	TTC29	tetratricopeptide repeat domain 29	ENSG00000137473	Q8NA56
HGNC:25853	TTC30A	tetratricopeptide repeat domain 30A	ENSG00000197557	Q86WT1
HGNC:26425	TTC30B	tetratricopeptide repeat domain 30B	ENSG00000196659	Q8N4P2
HGNC:25759	TTC31	tetratricopeptide repeat domain 31	ENSG00000115282	Q49AM3
HGNC:32954	TTC32	tetratricopeptide repeat domain 32	ENSG00000183891	Q5I0X7
HGNC:29959	TTC33	tetratricopeptide repeat domain 33	ENSG00000113638	Q6PID6
HGNC:34297	TTC34	tetratricopeptide repeat domain 34	ENSG00000215912	A8MYJ7
HGNC:33708	TTC36	tetratricopeptide repeat domain 36	ENSG00000172425	A6NLP5
HGNC:23639	TTC37	tetratricopeptide repeat domain 37	ENSG00000198677	Q6PGP7
HGNC:26082	TTC38	tetratricopeptide repeat domain 38	ENSG00000075234	Q5R3I4
HGNC:18657	TTC39A	tetratricopeptide repeat domain 39A	ENSG00000085831	Q5SRH9
HGNC:23704	TTC39B	tetratricopeptide repeat domain 39B	ENSG00000155158	Q5VTQ0
HGNC:26595	TTC39C	tetratricopeptide repeat domain 39C	ENSG00000168234	Q8N584
HGNC:12397	TTF1	transcription termination factor 1	ENSG00000125482	Q15361
HGNC:12398	TTF2	transcription termination factor 2	ENSG00000116830	Q9UNY4
HGNC:29029	TTI1	TELO2 interacting protein 1	ENSG00000101407	O43156
HGNC:26262	TTI2	TELO2 interacting protein 2	ENSG00000129696	Q6NXR4
HGNC:12401	TTK	TTK protein kinase	ENSG00000112742	P33981
HGNC:1312	TTLL1	tubulin tyrosine ligase like 1	ENSG00000100271	O95922
HGNC:24483	TTLL3	tubulin tyrosine ligase like 3	ENSG00000214021	Q9Y4R7
HGNC:28976	TTLL4	tubulin tyrosine ligase like 4	ENSG00000135912	Q14679
HGNC:19963	TTLL5	tubulin tyrosine ligase like 5	ENSG00000119685	Q6EMB2
HGNC:26664	TTLL6	tubulin tyrosine ligase like 6	ENSG00000170703	Q8N841
HGNC:26242	TTLL7	tubulin tyrosine ligase like 7	ENSG00000137941	Q6ZT98
HGNC:34000	TTLL8	tubulin tyrosine ligase like 8	ENSG00000138892	A6PVC2
HGNC:16118	TTLL9	tubulin tyrosine ligase like 9	ENSG00000131044	Q3SXZ7
HGNC:26693	TTLL10	tubulin tyrosine ligase like 10	ENSG00000162571	Q6ZVT0
HGNC:18113	TTLL11	tubulin tyrosine ligase like 11	ENSG00000175764	Q8NHH1
HGNC:28974	TTLL12	tubulin tyrosine ligase like 12	ENSG00000100304	Q14166
HGNC:12403	TTN	titin	ENSG00000155657	Q8WZ42
HGNC:16114	TTPAL	alpha tocopherol transfer protein like	ENSG00000124120	Q9BTX7
HGNC:12405	TTR	transthyretin	ENSG00000118271	P02766
HGNC:13476	TTYH1	tweety family member 1	ENSG00000167614	Q9H313
HGNC:22222	TTYH3	tweety family member 3	ENSG00000136295	Q9C0H2
HGNC:12406	TUB	tubby bipartite transcription factor	ENSG00000166402	P50607
HGNC:20766	TUBA1A	tubulin alpha 1a	ENSG00000167552	Q71U36
HGNC:18809	TUBA1B	tubulin alpha 1b	ENSG00000123416	P68363
HGNC:20768	TUBA1C	tubulin alpha 1c	ENSG00000167553	Q9BQE3
HGNC:12408	TUBA3C	tubulin alpha 3c	ENSG00000198033	P0DPH7
HGNC:24071	TUBA3D	tubulin alpha 3d	ENSG00000075886	P0DPH8
HGNC:20765	TUBA3E	tubulin alpha 3e	ENSG00000152086	Q6PEY2
HGNC:12407	TUBA4A	tubulin alpha 4a	ENSG00000127824	P68366
HGNC:12410	TUBA8	tubulin alpha 8	ENSG00000183785	Q9NY65
HGNC:23534	TUBAL3	tubulin alpha like 3	ENSG00000178462	A6NHL2
HGNC:20778	TUBB	tubulin beta class I	ENSG00000196230	P07437
HGNC:16257	TUBB1	tubulin beta 1 class VI	ENSG00000101162	Q9H4B7
HGNC:12412	TUBB2A	tubulin beta 2A class IIa	ENSG00000137267	Q13885
HGNC:30829	TUBB2B	tubulin beta 2B class IIb	ENSG00000137285	Q9BVA1
HGNC:20772	TUBB3	tubulin beta 3 class III	ENSG00000258947	Q13509
HGNC:20774	TUBB4A	tubulin beta 4A class IVa	ENSG00000104833	P04350
HGNC:20771	TUBB4B	tubulin beta 4B class IVb	ENSG00000188229	P68371
HGNC:20776	TUBB6	tubulin beta 6 class V	ENSG00000176014	Q9BUF5
HGNC:20773	TUBB8	tubulin beta 8 class VIII	ENSG00000261456	Q3ZCM7
HGNC:16811	TUBD1	tubulin delta 1	ENSG00000108423	Q9UJT1
HGNC:20775	TUBE1	tubulin epsilon 1	ENSG00000074935	Q9UJT0
HGNC:12417	TUBG1	tubulin gamma 1	ENSG00000131462	P23258
HGNC:12419	TUBG2	tubulin gamma 2	ENSG00000037042	Q9NRH3
HGNC:18599	TUBGCP2	tubulin gamma complex associated protein 2	ENSG00000130640	Q9BSJ2
HGNC:18598	TUBGCP3	tubulin gamma complex associated protein 3	ENSG00000126216	Q96CW5
HGNC:16691	TUBGCP4	tubulin gamma complex associated protein 4	ENSG00000137822	Q9UGJ1
HGNC:18600	TUBGCP5	tubulin gamma complex associated protein 5	ENSG00000275835	Q96RT8
HGNC:18127	TUBGCP6	tubulin gamma complex associated protein 6	ENSG00000128159	Q96RT7
HGNC:12420	TUFM	Tu translation elongation factor, mitochondrial	ENSG00000178952	P49411
HGNC:12422	TUFT1	tuftelin 1	ENSG00000143367	Q9NNX1
HGNC:12423	TULP1	tubby like protein 1	ENSG00000112041	O00294
HGNC:12425	TULP3	tubby like protein 3	ENSG00000078246	O75386
HGNC:15530	TULP4	tubby like protein 4	ENSG00000130338	Q9NRJ4
HGNC:31010	TUSC1	tumor suppressor candidate 1	ENSG00000198680	Q2TAM9
HGNC:30242	TUSC3	tumor suppressor candidate 3	ENSG00000104723	Q13454
HGNC:28981	TUT4	terminal uridylyl transferase 4	ENSG00000134744	Q5TAX3
HGNC:25817	TUT7	terminal uridylyl transferase 7	ENSG00000083223	Q5VYS8
HGNC:20398	TVP23A	trans-golgi network vesicle protein 23 homolog A	ENSG00000166676	A6NH52
HGNC:20399	TVP23B	trans-golgi network vesicle protein 23 homolog B	ENSG00000171928	Q9NYZ1
HGNC:30453	TVP23C	trans-golgi network vesicle protein 23 homolog C	ENSG00000175106	Q96ET8
HGNC:9620	TWF1	twinfilin actin binding protein 1	ENSG00000151239	Q12792
HGNC:9621	TWF2	twinfilin actin binding protein 2	ENSG00000247596	Q6IBS0
HGNC:18027	TWISTNB	TWIST neighbor	ENSG00000105849	Q3B726
HGNC:1160	TWNK	twinkle mtDNA helicase	ENSG00000107815	Q96RR1
HGNC:12429	TWSG1	twisted gastrulation BMP signaling modulator 1	ENSG00000128791	Q9GZX9
HGNC:30685	TXLNA	taxilin alpha	ENSG00000084652	P40222
HGNC:21617	TXLNB	taxilin beta	ENSG00000164440	Q8N3L3
HGNC:18578	TXLNG	taxilin gamma	ENSG00000086712	Q9NUQ3
HGNC:12435	TXN	thioredoxin	ENSG00000136810	P10599
HGNC:17772	TXN2	thioredoxin 2	ENSG00000100348	Q99757
HGNC:16470	TXNDC2	thioredoxin domain containing 2	ENSG00000168454	Q86VQ3
HGNC:21073	TXNDC5	thioredoxin domain containing 5	ENSG00000239264	Q8NBS9
HGNC:24110	TXNDC9	thioredoxin domain containing 9	ENSG00000115514	O14530
HGNC:28030	TXNDC11	thioredoxin domain containing 11	ENSG00000153066	Q6PKC3
HGNC:20652	TXNDC15	thioredoxin domain containing 15	ENSG00000113621	Q96J42
HGNC:19965	TXNDC16	thioredoxin domain containing 16	ENSG00000087301	Q9P2K2
HGNC:28218	TXNDC17	thioredoxin domain containing 17	ENSG00000129235	Q9BRA2
HGNC:16952	TXNIP	thioredoxin interacting protein	ENSG00000265972	Q9H3M7
HGNC:12436	TXNL1	thioredoxin like 1	ENSG00000091164	O43396
HGNC:12437	TXNRD1	thioredoxin reductase 1	ENSG00000198431	Q16881
HGNC:18155	TXNRD2	thioredoxin reductase 2	ENSG00000184470	Q9NNW7
HGNC:20667	TXNRD3	thioredoxin reductase 3	ENSG00000197763	Q86VQ6
HGNC:33870	TXNRD3NB	thioredoxin reductase 3 neighbor	ENSG00000206483	Q6F5E7
HGNC:12440	TYK2	tyrosine kinase 2	ENSG00000105397	P29597
HGNC:3148	TYMP	thymidine phosphorylase	ENSG00000025708	P19971
HGNC:12441	TYMS	thymidylate synthetase	ENSG00000176890	P04818
HGNC:12442	TYR	tyrosinase	ENSG00000077498	P14679
HGNC:12446	TYRO3	TYRO3 protein tyrosine kinase	ENSG00000092445	Q06418
